513, 64, 72, 4
1201, 127, 154, 16
1503, 157, 358, 45
121, 23, 3, 1
264, 32, 9, 4
485, 53, 73, 12
885, 92, 110, 11
1445, 186, 149, 27
283, 43, 30, 8
444, 57, 67, 5
157, 23, 21, 7
